topic,sentiment,date,month,count
Advertising and Monetization,negative,2023-05-09 19:38:01,2023-05-01,1
Community and Content,positive,2023-05-27 14:19:47,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-18 00:03:05,2023-05-01,1
Customer Service,negative,2023-05-18 00:03:05,2023-05-01,1
Account Management,negative,2023-05-18 00:03:05,2023-05-01,1
User Interface and Functionality,negative,2023-05-04 13:59:22,2023-05-01,1
User Interface and Functionality,negative,2023-05-04 13:59:22,2023-05-01,1
App Updates and Changes,negative,2023-05-04 13:59:22,2023-05-01,1
Advertising and Monetization,negative,2023-05-08 07:40:19,2023-05-01,1
User Interface and Functionality,negative,2023-05-08 07:40:19,2023-05-01,1
Social Networking and Engagement,negative,2023-05-08 07:40:19,2023-05-01,1
User Interface and Functionality,positive,2023-05-20 03:25:19,2023-05-01,1
Account Management,negative,2023-05-02 22:05:36,2023-05-01,1
Content Moderation and Censorship,neutral,2023-05-02 22:05:36,2023-05-01,1
Advertising and Monetization,neutral,2023-05-02 22:05:36,2023-05-01,1
User Interface and Functionality,negative,2023-05-04 14:07:31,2023-05-01,1
User Interface and Functionality,negative,2023-05-04 14:07:31,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-27 06:10:23,2023-05-01,1
Customer Service,negative,2023-05-27 06:10:23,2023-05-01,1
Business and Advertising Tools,negative,2023-05-27 06:10:23,2023-05-01,1
Advertising and Monetization,negative,2023-05-04 11:56:28,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-04 11:56:28,2023-05-01,1
News and Information Sharing,positive,2023-05-22 12:49:54,2023-05-01,1
User Interface and Functionality,negative,2023-05-22 12:49:54,2023-05-01,1
User Interface and Functionality,neutral,2023-05-22 12:49:54,2023-05-01,1
User Interface and Functionality,positive,2023-05-27 23:21:10,2023-05-01,1
User Interface and Functionality,positive,2023-05-27 23:21:10,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-11 09:59:00,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-11 09:59:00,2023-05-01,1
User Interface and Functionality,negative,2023-05-19 11:09:48,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-19 11:09:48,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-18 02:32:53,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-18 02:32:53,2023-05-01,1
Freedom of Speech and Expression,neutral,2023-05-17 19:55:36,2023-05-01,1
Platform Policies and Guidelines,neutral,2023-05-17 19:55:36,2023-05-01,1
News and Information Sharing,positive,2023-05-17 19:55:36,2023-05-01,1
Social Networking and Engagement,neutral,2023-05-14 12:24:59,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-14 12:24:59,2023-05-01,1
Leadership and Decision Making,neutral,2023-05-14 12:24:59,2023-05-01,1
Customer Service,negative,2023-05-16 16:45:17,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-16 16:45:17,2023-05-01,1
Customer Service,negative,2023-05-16 16:45:17,2023-05-01,1
User Interface and Functionality,positive,2023-05-31 19:19:42,2023-05-01,1
Leadership and Decision Making,positive,2023-05-31 19:19:42,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-03 15:21:41,2023-05-01,1
Platform Policies and Guidelines,positive,2023-05-03 15:21:41,2023-05-01,1
User Interface and Functionality,negative,2023-05-30 06:16:14,2023-05-01,1
Platform Policies and Guidelines,negative,2023-05-15 18:24:13,2023-05-01,1
Customer Service,negative,2023-05-15 18:24:13,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-15 18:24:13,2023-05-01,1
Misinformation and Fake Accounts,negative,2023-05-15 20:44:19,2023-05-01,1
Platform Policies and Guidelines,negative,2023-05-15 20:44:19,2023-05-01,1
Account Management,negative,2023-05-15 20:44:19,2023-05-01,1
Social Networking and Engagement,positive,2023-05-24 21:38:55,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-24 21:38:55,2023-05-01,1
Leadership and Decision Making,neutral,2023-05-24 21:38:55,2023-05-01,1
Customer Service,positive,2023-05-03 15:41:34,2023-05-01,1
Advertising and Monetization,positive,2023-05-03 15:41:34,2023-05-01,1
User Interface and Functionality,positive,2023-05-03 15:41:34,2023-05-01,1
Freedom of Speech and Expression,neutral,2023-05-25 15:39:54,2023-05-01,1
User Interface and Functionality,negative,2023-05-25 15:39:54,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-10 12:49:42,2023-05-01,1
Account Management,positive,2023-05-10 12:49:42,2023-05-01,1
Social Networking and Engagement,positive,2023-05-10 12:49:42,2023-05-01,1
User Interface and Functionality,positive,2023-05-05 15:24:09,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-05 15:24:09,2023-05-01,1
Leadership and Decision Making,neutral,2023-05-05 15:24:09,2023-05-01,1
User Interface and Functionality,negative,2023-05-24 12:14:49,2023-05-01,1
User Interface and Functionality,negative,2023-05-24 12:14:49,2023-05-01,1
News and Information Sharing,positive,2023-05-11 13:40:08,2023-05-01,1
Social Networking and Engagement,positive,2023-05-11 13:40:08,2023-05-01,1
Privacy and Security,negative,2023-05-02 16:27:03,2023-05-01,1
Privacy and Security,negative,2023-05-02 16:27:03,2023-05-01,1
Privacy and Security,negative,2023-05-02 16:27:03,2023-05-01,1
Mental Health and User Impact,negative,2023-05-25 21:29:07,2023-05-01,1
Mental Health and User Impact,negative,2023-05-25 21:29:07,2023-05-01,1
Customer Service,negative,2023-05-25 21:29:07,2023-05-01,1
App Updates and Changes,positive,2023-05-08 16:21:25,2023-05-01,1
Social Networking and Engagement,positive,2023-05-08 16:21:25,2023-05-01,1
User Interface and Functionality,negative,2023-05-16 18:53:45,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-20 22:44:43,2023-05-01,1
User Interface and Functionality,negative,2023-05-20 22:44:43,2023-05-01,1
Privacy and Security,negative,2023-05-21 16:43:16,2023-05-01,1
Customer Service,positive,2023-05-21 16:43:16,2023-05-01,1
Social Networking and Engagement,positive,2023-05-21 16:43:16,2023-05-01,1
Privacy and Security,negative,2023-05-04 00:39:11,2023-05-01,1
Account Management,negative,2023-05-04 00:39:11,2023-05-01,1
Customer Service,negative,2023-05-04 00:39:11,2023-05-01,1
News and Information Sharing,positive,2023-05-09 08:54:09,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-09 08:54:09,2023-05-01,1
User Interface and Functionality,positive,2023-05-31 14:04:57,2023-05-01,1
Algorithm and Content Curation,positive,2023-05-16 16:32:26,2023-05-01,1
Social Networking and Engagement,positive,2023-05-16 16:32:26,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-06 18:02:04,2023-05-01,1
User Interface and Functionality,positive,2023-05-06 18:02:04,2023-05-01,1
Social Networking and Engagement,positive,2023-05-06 18:02:04,2023-05-01,1
User Interface and Functionality,negative,2023-05-20 12:52:25,2023-05-01,1
Community and Content,negative,2023-05-20 12:52:25,2023-05-01,1
User Interface and Functionality,positive,2023-05-20 12:52:25,2023-05-01,1
Account Management,negative,2023-05-28 02:10:28,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-03 17:17:00,2023-05-01,1
Community and Content,positive,2023-05-03 17:17:00,2023-05-01,1
Social Networking and Engagement,positive,2023-05-03 17:17:00,2023-05-01,1
Privacy and Security,positive,2023-05-28 02:54:28,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-28 02:54:28,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-13 03:17:29,2023-05-01,1
User Interface and Functionality,positive,2023-05-03 19:52:53,2023-05-01,1
Privacy and Security,positive,2023-05-03 19:52:53,2023-05-01,1
User Interface and Functionality,positive,2023-05-03 19:52:53,2023-05-01,1
News and Information Sharing,negative,2023-05-02 04:11:50,2023-05-01,1
Account Management,negative,2023-05-02 04:11:50,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-02 04:11:50,2023-05-01,1
Leadership and Decision Making,negative,2023-05-09 17:20:50,2023-05-01,1
Community and Content,neutral,2023-05-09 17:20:50,2023-05-01,1
Leadership and Decision Making,negative,2023-05-09 17:20:50,2023-05-01,1
Social Networking and Engagement,positive,2023-05-16 02:23:41,2023-05-01,1
Account Management,negative,2023-05-07 23:29:04,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-07 23:29:04,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-07 23:29:04,2023-05-01,1
Leadership and Decision Making,positive,2023-05-18 04:41:09,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-18 04:41:09,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-18 04:41:09,2023-05-01,1
Algorithm and Content Curation,positive,2023-05-05 18:20:41,2023-05-01,1
Community and Content,positive,2023-05-05 18:20:41,2023-05-01,1
Community and Content,positive,2023-05-05 18:20:41,2023-05-01,1
Leadership and Decision Making,positive,2023-05-13 13:17:48,2023-05-01,1
User Interface and Functionality,positive,2023-05-13 13:17:48,2023-05-01,1
Platform Policies and Guidelines,neutral,2023-05-13 13:17:48,2023-05-01,1
User Interface and Functionality,negative,2023-05-12 19:27:40,2023-05-01,1
User Interface and Functionality,negative,2023-05-12 19:27:40,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-12 19:27:40,2023-05-01,1
Customer Service,positive,2023-05-06 12:13:41,2023-05-01,1
Privacy and Security,negative,2023-05-06 12:13:41,2023-05-01,1
Misinformation and Fake Accounts,positive,2023-05-22 13:40:21,2023-05-01,1
Content Moderation and Censorship,neutral,2023-05-22 13:40:21,2023-05-01,1
Algorithm and Content Curation,neutral,2023-05-22 13:40:21,2023-05-01,1
User Interface and Functionality,positive,2023-05-31 11:43:02,2023-05-01,1
User Interface and Functionality,neutral,2023-05-31 11:43:02,2023-05-01,1
User Interface and Functionality,negative,2023-05-31 11:43:02,2023-05-01,1
User Interface and Functionality,neutral,2023-05-14 05:37:50,2023-05-01,1
Social Networking and Engagement,negative,2023-05-14 05:37:50,2023-05-01,1
Advertising and Monetization,neutral,2023-05-14 05:37:50,2023-05-01,1
User Interface and Functionality,negative,2023-05-25 01:48:31,2023-05-01,1
User Interface and Functionality,negative,2023-05-25 01:48:31,2023-05-01,1
User Interface and Functionality,negative,2023-05-25 01:48:31,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-03 03:24:39,2023-05-01,1
Customer Service,positive,2023-05-03 03:24:39,2023-05-01,1
Misinformation and Fake Accounts,positive,2023-05-03 03:24:39,2023-05-01,1
Account Management,negative,2023-05-12 18:18:16,2023-05-01,1
User Interface and Functionality,negative,2023-05-12 18:18:16,2023-05-01,1
Account Management,negative,2023-05-15 08:27:22,2023-05-01,1
User Interface and Functionality,negative,2023-05-15 08:27:22,2023-05-01,1
Leadership and Decision Making,positive,2023-05-04 19:39:18,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-14 23:46:12,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-14 23:46:12,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-09 04:58:03,2023-05-01,1
Platform Policies and Guidelines,negative,2023-05-09 04:58:03,2023-05-01,1
User Interface and Functionality,negative,2023-05-09 04:58:03,2023-05-01,1
Platform Policies and Guidelines,negative,2023-05-20 13:58:56,2023-05-01,1
Freedom of Speech and Expression,neutral,2023-05-20 13:58:56,2023-05-01,1
News and Information Sharing,positive,2023-05-06 18:11:48,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-06 18:11:48,2023-05-01,1
News and Information Sharing,positive,2023-05-09 06:47:44,2023-05-01,1
Community and Content,positive,2023-05-09 06:47:44,2023-05-01,1
Privacy and Security,positive,2023-05-01 14:08:55,2023-05-01,1
Community and Content,positive,2023-05-01 14:08:55,2023-05-01,1
User Interface and Functionality,neutral,2023-05-01 14:08:55,2023-05-01,1
User Interface and Functionality,positive,2023-05-11 06:09:09,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-11 06:09:09,2023-05-01,1
Freedom of Speech and Expression,negative,2023-05-11 06:09:09,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-18 13:20:55,2023-05-01,1
Algorithm and Content Curation,neutral,2023-05-18 13:20:55,2023-05-01,1
User Interface and Functionality,negative,2023-05-18 13:20:55,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-11 17:19:44,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-03 06:17:18,2023-05-01,1
Community and Content,negative,2023-05-03 06:17:18,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-03 06:17:18,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-13 07:55:31,2023-05-01,1
Leadership and Decision Making,positive,2023-05-13 07:55:31,2023-05-01,1
Freedom of Speech and Expression,neutral,2023-05-13 07:55:31,2023-05-01,1
Account Management,negative,2023-05-14 15:57:59,2023-05-01,1
Account Management,negative,2023-05-14 15:57:59,2023-05-01,1
Leadership and Decision Making,positive,2023-05-12 14:21:43,2023-05-01,1
Social Networking and Engagement,positive,2023-05-02 11:16:27,2023-05-01,1
User Interface and Functionality,positive,2023-05-02 11:16:27,2023-05-01,1
User Interface and Functionality,negative,2023-05-19 20:13:45,2023-05-01,1
Social Networking and Engagement,neutral,2023-05-19 20:13:45,2023-05-01,1
Content Moderation and Censorship,negative,2023-06-04 20:42:56,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-04 20:42:56,2023-06-01,1
User Interface and Functionality,neutral,2023-06-09 18:59:38,2023-06-01,1
User Interface and Functionality,positive,2023-06-09 18:59:38,2023-06-01,1
User Interface and Functionality,negative,2023-06-09 18:59:38,2023-06-01,1
News and Information Sharing,positive,2023-06-18 19:26:22,2023-06-01,1
User Interface and Functionality,positive,2023-06-18 19:26:22,2023-06-01,1
Content Moderation and Censorship,positive,2023-06-20 16:46:30,2023-06-01,1
User Interface and Functionality,mixed,2023-06-20 16:46:30,2023-06-01,1
User Interface and Functionality,positive,2023-06-20 16:46:30,2023-06-01,1
Content Moderation and Censorship,positive,2023-06-20 04:01:57,2023-06-01,1
User Interface and Functionality,positive,2023-06-16 16:55:51,2023-06-01,1
User Interface and Functionality,positive,2023-06-16 16:55:51,2023-06-01,1
Freedom of Speech and Expression,positive,2023-06-23 17:45:22,2023-06-01,1
Community and Content,positive,2023-06-23 17:45:22,2023-06-01,1
Freedom of Speech and Expression,positive,2023-06-23 17:45:22,2023-06-01,1
News and Information Sharing,positive,2023-06-24 15:24:35,2023-06-01,1
Social Networking and Engagement,positive,2023-06-24 15:24:35,2023-06-01,1
User Interface and Functionality,positive,2023-06-27 02:10:30,2023-06-01,1
Platform Policies and Guidelines,positive,2023-06-27 02:10:30,2023-06-01,1
News and Information Sharing,positive,2023-06-27 02:10:30,2023-06-01,1
News and Information Sharing,positive,2023-06-06 18:41:54,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-06 18:41:54,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-06 18:41:54,2023-06-01,1
Leadership and Decision Making,positive,2023-06-17 20:12:27,2023-06-01,1
User Interface and Functionality,positive,2023-06-21 19:11:09,2023-06-01,1
User Interface and Functionality,positive,2023-06-21 19:11:09,2023-06-01,1
User Interface and Functionality,positive,2023-06-21 19:11:09,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-29 04:46:45,2023-06-01,1
Platform Policies and Guidelines,negative,2023-06-29 04:46:45,2023-06-01,1
User Interface and Functionality,negative,2023-06-29 04:46:45,2023-06-01,1
App Updates and Changes,negative,2023-06-05 23:06:58,2023-06-01,1
App Updates and Changes,negative,2023-06-05 23:06:58,2023-06-01,1
App Updates and Changes,negative,2023-06-05 23:06:58,2023-06-01,1
Privacy and Security,negative,2023-06-08 18:29:11,2023-06-01,1
User Interface and Functionality,negative,2023-06-08 18:29:11,2023-06-01,1
Privacy and Security,neutral,2023-06-08 18:29:11,2023-06-01,1
User Interface and Functionality,positive,2023-06-03 15:56:35,2023-06-01,1
User Interface and Functionality,positive,2023-06-03 15:56:35,2023-06-01,1
Account Management,negative,2023-06-05 18:50:48,2023-06-01,1
Customer Service,negative,2023-06-05 18:50:48,2023-06-01,1
User Interface and Functionality,negative,2023-06-05 18:50:48,2023-06-01,1
Social Networking and Engagement,positive,2023-06-28 12:36:27,2023-06-01,1
Freedom of Speech and Expression,positive,2023-06-28 12:36:27,2023-06-01,1
